"bill","dateOfDine","comments","response","ip_addr","source","timestamp","cleanliness_rating","satisfaction_rating","recommendation_rating","restaurant_name","email","store_number","telephone","address","city","state","zip","lat","lon"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Ahwatukee Auto Spa","",\N,"4803261404","4601 E Chandler Blvd","","","85048","0","0"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Ahwatukee Auto Spa","",\N,"4803261404","4601 E Chandler Blvd","","","85048","0","0"
"n/a","2014-10-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Ahwatukee Auto Spa","",\N,"4803261404","4601 E Chandler Blvd","","","85048","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","75","-1000","-1000","Polibertos Taco Shop","",\N,"6028438355","3220 W Bell Rd","","","85053","0","0"
"n/a","2014-10-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Crepe Bar","",\N,"7073044583","7520 S Rural Rd","","","85283","0","0"
"n/a","2014-10-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","7-Eleven #19668G","",\N,"9728287656","2843 N 24th St","","","85008","0","0"
"n/a","2014-10-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","7-Eleven #19668G","",\N,"9728287656","2843 N 24th St","","","85008","0","0"
"n/a","2014-12-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Z Convenience","",\N,"6238261042","2114 W Main St","","","85201","0","0"
"n/a","2014-08-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","7-Eleven #22886D","",\N,"6023260220","3912 E Camelback Rd","","","85018","0","0"
"n/a","2014-08-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Edible Arrangements #232","",\N,"4803904802","8776 E Shea Blvd","Phoenix","AZ","85260","0","0"
"n/a","2014-08-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","7-Eleven #22886D","",\N,"6023260220","3912 E Camelback Rd","","","85018","0","0"
"n/a","2014-09-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Oasis Raspados","",\N,"6024469208","3202 E Greenway Rd","Phoenix","AZ","85032","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","85","-1000","-1000","Desert Flower","",\N,"5036841123","9185 E Desert Cove Dr","Phoenix","AZ","85260","0","0"
"n/a","2014-07-31","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Desert Flower","",\N,"5036841123","9185 E Desert Cove Dr","Phoenix","AZ","85260","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","8 Fortune Chinese Cuisine","",\N,"6234284861","13686 N 75th Ave","","","85381","0","0"
"n/a","2014-09-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Pearl Sushi Lounge & Bomber Bar","",\N,"4809800384","2040 S Alma School Rd","","","85286","0","0"
"n/a","2014-11-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","West Phoenix High School","",\N,"6022691110","3835 W Thomas Rd","","","85019","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Sakura","",\N,"2404633624","7000 E Mayo Blvd","","","85054","0","0"
"n/a","2014-10-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Sakura","",\N,"2404633624","7000 E Mayo Blvd","","","85054","0","0"
"n/a","2014-07-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Cartel Coffee Lab","",\N,"6023273899","7124 E 5th Ave","","","85251","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Federal Pizza","",\N,"","5210 N Central Ave","Phoenix","AZ","85012","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Tadka Sizzles","",\N,"6235705652","4030 E Bell Rd","","","85032","0","0"
"n/a","2014-11-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sodexo at GE","",\N,"8663723035","3150 S 48th St","Phoenix","AZ","85040","0","0"
"n/a","2014-10-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Upper Crust Pizza","",\N,"4805400315","20235 N Cave Creek Rd","","","85050","0","0"
"n/a","2014-07-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Upper Crust Pizza","",\N,"4805400315","20235 N Cave Creek Rd","","","85050","0","0"
"n/a","2014-12-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Chandler Lions Club Foundation","",\N,"6023303773","4500 S Basha Rd","","","85248","0","0"
"n/a","2014-10-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","St Vincent De Paul","",\N,"","420 W Watkins St","Phoenix","AZ","85003","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sprouts Farmers Market #18","",\N,"4808148016","245 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sprouts Farmers Market #18","",\N,"4808148016","245 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sprouts Farmers Market #18","",\N,"4808148016","245 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sprouts Farmers Market","",\N,"4808148016","245 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2014-08-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Sprouts Farmers Market #19","",\N,"4808148016","4402 N Miller Rd","Phoenix","AZ","85251","0","0"
"n/a","2014-10-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Sprouts Farmers Market #19","",\N,"4808148016","4402 N Miller Rd","Phoenix","AZ","85251","0","0"
"n/a","2014-11-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Nothing Bundt Cakes","",\N,"6024487877","5890 W Thunderbird Rd","","","85306","0","0"
"n/a","2014-09-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Jimmy Johns Gourmet Sandwiches","",\N,"2487970346","1650 E Camelback Rd","","","85016","0","0"
"n/a","2014-09-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Raspados Guerrero","",\N,"6236986538","4149 N 83rd Ave","","","85033","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Raspados Guerrero","",\N,"6236986538","4149 N 83rd Ave","","","85033","0","0"
"n/a","2014-12-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","City of Tolleson","",\N,"6239367111","8601 W Van Buren St","","","85353","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","La Salsita Taco Shop","",\N,"4802264883","922 N 16th St","","","85006","0","0"
"n/a","2014-09-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Hogs and Horses","",\N,"6022833256","6705 E Cave Creek Rd","","","85331","0","0"
"n/a","2014-08-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Arizona Christian University","",\N,"6024895300","2625 E Cactus Rd","","","85032","0","0"
"n/a","2014-08-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","85","-1000","-1000","Warner Shell","",\N,"4805988708","505 W Warner Rd","","","85284","0","0"
"n/a","2014-07-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","BZ Enterprises LLC","",\N,"4802727778","2259 W Broadway Rd","","","85202","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","La Fonda Mexican Resturant & Cantina","",\N,"6022141278","1831 E Baseline Rd","","","85283","0","0"
"n/a","2014-08-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Krispy Kreme Doughnuts","",\N,"5624256172","1984 W Main St","","","85201","0","0"
"n/a","2014-10-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Dona Kay Cafe","",\N,"4805020080","9015 E Via Linda","","","85258","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","96","-1000","-1000","Deer Valley Water & Ice Store","",\N,"5207770077","8248 W Deer Valley Rd","","","85382","0","0"
"n/a","2014-09-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Oils and Olives by the Queen Creek Olive Mill","",\N,"","7122 E Greenway Pkwy","Phoenix","AZ","85254","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Jimmy Johns / Desert Ridge Market Place","",\N,"2487970346","21001  Tatum Blvd","Phoenix","AZ","85050","0","0"
"n/a","2014-08-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Potbelly Sandwich Shop","",\N,"3126763304","2131 E Camelback Rd","","","85016","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:11","-1000","-1000","-1000","Sumo Sushi & Grill","",\N,"6023495280","16055 N Arrowhead Fountain Center Dr","","","85382","0","0"
"n/a","2014-07-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","7-Eleven #26062C","",\N,"9728287656","2401 E McDowell Rd","Phoenix","AZ","85008","0","0"
"n/a","2014-07-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","7-Eleven #26062C","",\N,"9728287656","2401 E McDowell Rd","Phoenix","AZ","85008","0","0"
"n/a","2014-10-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Big Lots #4620","",\N,"6142786800","1110 W Southern Ave","","","85210","0","0"
"n/a","2014-09-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Big Lots #4625","",\N,"6142786800","4727 E Bell Rd","Phoenix","AZ","85032","0","0"
"n/a","2014-07-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Giddy Up (LA Fitness)","",\N,"","710 W Camelback Rd","Phoenix","AZ","85013","0","0"
"n/a","2014-11-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Giddy Up (LA Fitness)","",\N,"","710 W Camelback Rd","Phoenix","AZ","85013","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Giddy Up (LA Fitness)","",\N,"","710 W Camelback Rd","Phoenix","AZ","85013","0","0"
"n/a","2014-07-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Lindstrom Carwash","",\N,"6029568402","3003 E Indian School Rd","","","85016","0","0"
"n/a","2014-11-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","First United Methodist Church","",\N,"4809695577","15 E 1st Ave","","","85210","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Sizzler Restaurant #1836","",\N,"4803689503","5060 W Indian School Rd","","","85031","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Explore Arizona","",\N,"4043447905","3800 E Sky Harbor Blvd","","","85034","0","0"
"n/a","2014-10-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Explore Arizona","",\N,"4043447905","3800 E Sky Harbor Blvd","","","85034","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Mama Mia Cocina","",\N,"4807869155","731 S Arizona Ave","","","85225","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Dunkin Donuts","",\N,"6027743300","11218 N Frank Lloyd Wright Blvd","","","85259","0","0"
"n/a","2014-08-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Dunkin Donuts #347629","",\N,"6027743300","1811 N Scottsdale Rd","Phoenix","AZ","85281","0","0"
"n/a","2014-09-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Burger King #2051","",\N,"6022737997","1545 E Buckeye Rd","Phoenix","AZ","85034","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","85","-1000","-1000","White Cup Coffee","",\N,"6029557557","3933 E Indian School Rd","","","85018","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Urban Table LLC","",\N,"6025314704","3801 S Central Ave","","","85040","0","0"
"n/a","2014-12-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Urban Table LLC","",\N,"6025314704","3801 S Central Ave","","","85040","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Dollar Tree #5564","",\N,"7573215926","3668 W Anthem Way","","","85086","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Four Seasons Sushi Bar and Grill","",\N,"6236060097","1652 N Higley Rdg","","","85234","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Number 1 Sushi","",\N,"5103046288","9617 N Metro Pkwy","","","85051","0","0"
"n/a","2014-08-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Shell 1957","",\N,"4807970625","1957 N Country Club Dr","Phoenix","AZ","85201","0","0"
"n/a","2014-08-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Haji-Baba International","",\N,"4808942442","2131 E Apache Blvd","","","85281","0","0"
"n/a","2014-12-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Comfort Inn & Suites Surprise","",\N,"4809248000","13337 W Grand Ave","","","85374","0","0"
"n/a","2014-11-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Carniceria La Constancia","",\N,"","1109 E Main St","Phoenix","AZ","85203","0","0"
"n/a","2014-09-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","New Family Market","",\N,"6027384052","1701 S 15th Ave","","","85007","0","0"
"n/a","2014-08-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Gandolfos Deli","",\N,"4803236700","744 W Elliot Rd","","","85284","0","0"
"n/a","2014-09-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Einstein Bros Bagels #3599","",\N,"3035688000","6204 N Scottsdale Rd","","","85253","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","68 Degree Sabor Raspados","",\N,"6026176117","5930 W McDowell Rd","Phoenix","AZ","85035","0","0"
"n/a","2014-09-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","85","-1000","-1000","Kaleidoscoops of Anthem","",\N,"2175560091","3655 W Anthem Way","","","85086","0","0"
"n/a","2014-12-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Kaleidoscoops of Anthem","",\N,"2175560091","3655 W Anthem Way","","","85086","0","0"
"n/a","2014-08-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Kaleidoscoops of Anthem","",\N,"2175560091","3655 W Anthem Way","","","85086","0","0"
"n/a","2014-12-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Draft House On The Reef","",\N,"4809635520","393 W Warner Rd","","","85225","0","0"
"n/a","2014-08-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","7-Eleven #19668G","",\N,"9728287656","2843 N 24th St","Phoenix","AZ","85008","0","0"
"n/a","2014-08-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","7-Eleven #19668G","",\N,"9728287656","2843 N 24th St","Phoenix","AZ","85008","0","0"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Las Sendas Golf Club","",\N,"4803964000","7555 E Eagle Crest Dr","","","85207","0","0"
"n/a","2014-09-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Las Sendas Golf Club","",\N,"4803964000","7555 E Eagle Crest Dr","","","85207","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Las Sendas Golf Club","",\N,"4803964000","7555 E Eagle Crest Dr","","","85207","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Las Sendas Golf Club","",\N,"4803964000","7555 E Eagle Crest Dr","","","85207","0","0"
"n/a","2014-11-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Dutch Bros. Coffee","",\N,"4805005878","1326 S Alma School Rd","","","85210","0","0"
"n/a","2014-08-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Renaissance Phoenix Downtown","",\N,"6023330000","50 E Adams St","","","85004","0","0"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Villa Peru Restaurant","",\N,"5202479975","1857 N Scottsdale Rd","","","85281","0","0"
"n/a","2014-10-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Villa Peru Restaurant","",\N,"5202479975","1857 N Scottsdale Rd","","","85281","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Gringo Star Street Bar","",\N,"4802397114","501 S Mill Ave","","","85281","0","0"
"n/a","2014-11-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Gringo Star Street Bar","",\N,"4802397114","501 S Mill Ave","","","85281","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Tatum Wellness Club, LLC","",\N,"6025699076","13835 N Tatum Blvd","","","85032","0","0"
"n/a","2014-09-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Wesley United Methodist Church","",\N,"6022689461","750 E Southern Ave","","","85040","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","The 500 Club Golf Course","",\N,"6234929500","4707 W Pinnacle Peak Rd","","","85310","0","0"
"n/a","2014-07-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Oak Street Market","",\N,"6022584688","2328 N 16th St","","","85006","0","0"
"n/a","2014-09-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Golden Hawaiian BBQ","",\N,"4803886714","1720 W Southern Ave","","","85202","0","0"
"n/a","2014-11-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","La Familia Carniceria","",\N,"6022252419","2801 E Van Buren St","","","85008","0","0"
"n/a","2014-10-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Bosa Donuts","",\N,"4803333333","1016 N Arizona Ave","","","85224","0","0"
"n/a","2014-09-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Bosa Donuts","",\N,"4803333333","1016 N Arizona Ave","","","85224","0","0"
"n/a","2014-11-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Greek Gyro Express","",\N,"6238063798","1467 N Dysart Rd","","","85323","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","65","-1000","-1000","El Ranchero Mexican Grill","",\N,"6023845921","7200 W Chandler Blvd","","","85226","0","0"
"n/a","2014-09-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","El Ranchero Mexican Grill","",\N,"6023845921","7200 W Chandler Blvd","","","85226","0","0"
"n/a","2014-09-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","85","-1000","-1000","El Ranchero Mexican Grill","",\N,"6023845921","7200 W Chandler Blvd","","","85226","0","0"
"n/a","2014-08-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","St Francis Xavier School","",\N,"6022665364","4715 N Central Ave","","","85012","0","0"
"n/a","2014-12-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","85","-1000","-1000","Gordos Mexican Food","",\N,"4802035408","3373 E Queen Creek Rd","","","85297","0","0"
"n/a","2014-09-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Grounds For Thought","",\N,"6029800078","2626 E Pecos Rd","","","85225","0","0"
"n/a","2014-09-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Grounds For Thought","",\N,"6029800078","2626 E Pecos Rd","","","85225","0","0"
"n/a","2014-09-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Indy Car Wash","",\N,"4803961122","245 S Power Rd","","","85206","0","0"
"n/a","2014-10-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Indy Car Wash","",\N,"4803961122","245 S Power Rd","","","85206","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Big Savers Food","",\N,"6615476392","430 N Dobson Rd","","","85201","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Five Guys Burgers And Fries","",\N,"3123718494","15435 N Scottsdale Rd","Phoenix","AZ","85260","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Banner Catering","",\N,"6234515811","7621 E Gray Rd","","","85260","0","0"
"n/a","2014-11-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Kivel Manor Assisted Living Center","",\N,"6024438020","3040 N 36th St","","","85018","0","0"
"n/a","2014-10-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Kivel Manor Assisted Living Center","",\N,"6024438020","3040 N 36th St","","","85018","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Cobblestone Auto Spa XI","",\N,"6027870808","616 W Baseline Rd","","","85283","0","0"
"n/a","2014-07-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Cobblestone Auto Spa XI","",\N,"6027870808","616 W Baseline Rd","","","85283","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Pane E Vino","",\N,"4804737900","8900 E Pinnacle Peak Rd","","","85255","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Subway #51427","",\N,"4806750500","7325 E Frank Lloyd Blvd","Phoenix","AZ","85260","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Subway # 22340","",\N,"4806750500","6501 E Greenway Pkwy","Phoenix","AZ","85254","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Subway #36981","",\N,"4806750500","20553 N Hayden Rd","Phoenix","AZ","85255","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Subway #10780","",\N,"4806750500","4810 E Ray Rd","Phoenix","AZ","85044","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Subway #2347","",\N,"4806750500","13802 N Scottsdale Rd","Phoenix","AZ","85254","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","96","-1000","-1000","Subway #27110","",\N,"4806750500","23535 N Scottsdale Rd","Phoenix","AZ","85255","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:59:12","-1000","-1000","-1000","Subway #27110","",\N,"4806750500","23535 N Scottsdale Rd","Phoenix","AZ","85255","0","0"
